1,0,0,0,0,0,0.599675,0.621602,0.621636,0.634951,0.74152,0.786639,0.797842,0.797869,0.867454,0.93242,0.945378,1.00553,1.00561,1.12594,1.15672,1.15677,1.20243,1.20248,1.20497
2,0.0416667,0.0416667,0,0.0589256,0.0394641,0.587631,0.606825,0.633621,0.649327,0.739321,0.781265,0.798726,0.802741,0.867637,0.932655,0.94621,1.00477,1.00555,1.12649,1.15634,1.15673,1.19762,1.20242,1.20879
3,0.0833333,0.0833333,0,0.117851,0.0788785,0.569027,0.587006,0.652101,0.66785,0.731689,0.774653,0.801282,0.809219,0.868108,0.933305,0.948623,1.00226,1.00565,1.12808,1.15514,1.15661,1.19112,1.20226,1.21238
4,0.125,0.125,0,0.176777,0.118193,0.550203,0.567278,0.67046,0.685321,0.717836,0.771609,0.805565,0.813937,0.868654,0.934397,0.952527,0.998316,1.00573,1.13048,1.15309,1.1564,1.18506,1.20206,1.21484
5,0.166667,0.166667,0,0.235702,0.157356,0.532071,0.548272,0.685605,0.701003,0.701017,0.771886,0.811548,0.816712,0.869029,0.935974,0.95772,0.993281,1.00564,1.13334,1.15026,1.1561,1.1801,1.20188,1.21674
6,0.208333,0.208333,0,0.294628,0.196313,0.515064,0.530397,0.673001,0.706653,0.71454,0.774511,0.817851,0.819052,0.869063,0.938079,0.963879,0.987519,1.00525,1.13609,1.14686,1.15598,1.17652,1.20178,1.21857
7,0.25,0.25,0,0.353553,0.235006,0.499521,0.514015,0.647859,0.719939,0.725739,0.779003,0.817756,0.827649,0.868699,0.940736,0.970598,0.981402,1.00449,1.13789,1.14323,1.15666,1.1743,1.20182,1.2206
8,0.291667,0.291667,0,0.412479,0.273371,0.485747,0.499461,0.620065,0.73109,0.734699,0.785062,0.816819,0.836667,0.867968,0.943908,0.97529,0.977432,1.00336,1.13795,1.13965,1.15886,1.17335,1.20199,1.22295
9,0.333333,0.333333,0,0.471405,0.311338,0.474024,0.48705,0.590377,0.739627,0.741645,0.792137,0.815394,0.845318,0.866954,0.947443,0.969537,0.983926,1.00197,1.13633,1.13636,1.1626,1.17355,1.20227,1.22561
10,0.375,0.375,0,0.53033,0.348825,0.464606,0.477063,0.559137,0.745779,0.746821,0.799299,0.813812,0.852849,0.865784,0.951025,0.964498,0.989632,1.00052,1.13342,1.13393,1.16727,1.17463,1.20259,1.22846
11,0.416667,0.416667,0,0.589256,0.385726,0.457709,0.469742,0.526604,0.749934,0.750414,0.805451,0.812383,0.858657,0.864644,0.954173,0.96053,0.994116,0.999241,1.1311,1.1315,1.17218,1.17618,1.20288,1.23121
12,0.458333,0.458333,0,0.648181,0.42183,0.453499,0.465274,0.493083,0.752369,0.752544,0.80959,0.811382,0.862313,0.863799,0.956328,0.957972,0.997,0.998381,1.12956,1.12975,1.17641,1.17759,1.20308,1.23335
13,0.5,0.5,0,0.707107,0.452042,0.452085,0.46372,0.463775,0.753205,0.753267,0.810937,0.811065,0.863523,0.863558,0.957024,0.957086,0.997976,0.998151,1.12895,1.12914,1.17822,1.1784,1.20316,1.23422
14,0.4375,0.5,0,0.664384,0.431499,0.431576,0.485373,0.485512,0.752326,0.752404,0.810325,0.810449,0.862982,0.863075,0.957113,0.957148,0.997577,0.997761,1.12968,1.12976,1.17682,1.17694,1.20413,1.2043
15,0.375,0.5,0,0.625,0.407727,0.407794,0.512699,0.512842,0.749643,0.74974,0.808371,0.808511,0.86169,0.861834,0.957175,0.957271,0.996561,0.996747,1.13158,1.13161,1.17354,1.1737,1.20634,1.20663
16,0.3125,0.5,0,0.589624,0.385932,0.385987,0.540561,0.540704,0.744786,0.744904,0.805176,0.805324,0.860171,0.860351,0.957156,0.957316,0.995184,0.995365,1.13433,1.13445,1.16958,1.16977,1.2086,1.20893
17,0.25,0.5,0,0.559017,0.366853,0.366896,0.568412,0.568555,0.737167,0.73731,0.801178,0.801311,0.858926,0.859121,0.956984,0.957199,0.99375,0.993917,1.13762,1.13783,1.16567,1.16588,1.2103,1.21062
18,0.1875,0.5,0,0.534,0.35113,0.351161,0.595824,0.595966,0.726187,0.72635,0.79716,0.79726,0.858176,0.858369,0.956656,0.956917,0.992504,0.992652,1.14107,1.14134,1.16212,1.16236,1.21133,1.21161
19,0.125,0.5,0,0.515388,0.339364,0.339388,0.622346,0.622485,0.711583,0.711759,0.793901,0.793962,0.857855,0.858038,0.95626,0.956554,0.991584,0.99171,1.14429,1.14461,1.1591,1.15935,1.21185,1.2121
20,0.0625,0.5,0,0.503891,0.332068,0.332093,0.647343,0.647472,0.693736,0.693915,0.79185,0.791876,0.857776,0.857947,0.955933,0.956249,0.991035,0.991137,1.14686,1.14718,1.1568,1.15704,1.21206,1.21229
21,0,0.5,0,0.5,0.329592,0.329626,0.665753,0.665803,0.677751,0.677932,0.791144,0.791161,0.857772,0.857937,0.955793,0.95612,0.990855,0.990934,1.14789,1.14823,1.15588,1.15609,1.21211,1.21233
